ffd6a388058dea9a1f30295c9c0995e88ccd9daa,MODIFY,regular-file,templates/admin.html,9208,129
ddfd53c9926426c81d5df0bd562c1a54906b4fb2,MODIFY,regular-file,templates/impact.html,10708,88
